seed,beta,completed,total_tasks,urgent_satisfaction,mean_response,p1_response,weighted_response,started_tasks,unmet,lateness,travel,reassignments,withdrawals,violations,solve_seconds,solver_calls,fallback_calls,region_gini,unserved_regions,region_waits
3,50,13,36,0.43478260869565216,37.57142857142857,34.27272727272727,2332,14,54,183,401,3,40,0,4.874984400012181,29,1,0.22517527087316763,0,"[{""node"":""N3"",""tasks"":6,""started"":4,""wait"":33.75,""unstarted"":2},{""node"":""N4"",""tasks"":7,""started"":3,""wait"":39.666666666666664,""unstarted"":4},{""node"":""N5"",""tasks"":5,""started"":1,""wait"":17.0,""unstarted"":4},{""node"":""N6"",""tasks"":4,""started"":2,""wait"":21.5,""unstarted"":2},{""node"":""N7"",""tasks"":6,""started"":2,""wait"":60.0,""unstarted"":4},{""node"":""N8"",""tasks"":8,""started"":2,""wait"":46.0,""unstarted"":6}]"
10,0,20,36,0.5909090909090909,31.73913043478261,35.1875,3316,23,35,191,338,19,20,0,2.3092287999897962,27,0,0.29369300911854107,0,"[{""node"":""N3"",""tasks"":5,""started"":4,""wait"":11.25,""unstarted"":1},{""node"":""N4"",""tasks"":6,""started"":4,""wait"":30.0,""unstarted"":2},{""node"":""N5"",""tasks"":5,""started"":4,""wait"":34.25,""unstarted"":1},{""node"":""N6"",""tasks"":6,""started"":2,""wait"":68.0,""unstarted"":4},{""node"":""N7"",""tasks"":8,""started"":6,""wait"":21.5,""unstarted"":2},{""node"":""N8"",""tasks"":6,""started"":3,""wait"":54.333333333333336,""unstarted"":3}]"
10,1,19,36,0.5909090909090909,31.565217391304348,34.375,3278,23,37,170,360,27,20,0,2.3317613000253914,27,0,0.24591439688715958,0,"[{""node"":""N3"",""tasks"":5,""started"":4,""wait"":16.75,""unstarted"":1},{""node"":""N4"",""tasks"":6,""started"":4,""wait"":29.5,""unstarted"":2},{""node"":""N5"",""tasks"":5,""started"":4,""wait"":34.25,""unstarted"":1},{""node"":""N6"",""tasks"":6,""started"":2,""wait"":61.0,""unstarted"":4},{""node"":""N7"",""tasks"":8,""started"":6,""wait"":21.333333333333332,""unstarted"":2},{""node"":""N8"",""tasks"":6,""started"":3,""wait"":51.333333333333336,""unstarted"":3}]"
10,2,20,36,0.6363636363636364,28.545454545454547,29.25,2820,22,35,169,343,26,16,0,2.1686731000518193,27,0,0.39341085271317827,0,"[{""node"":""N3"",""tasks"":5,""started"":3,""wait"":6.0,""unstarted"":2},{""node"":""N4"",""tasks"":6,""started"":4,""wait"":17.75,""unstarted"":2},{""node"":""N5"",""tasks"":5,""started"":4,""wait"":24.25,""unstarted"":1},{""node"":""N6"",""tasks"":6,""started"":2,""wait"":80.0,""unstarted"":4},{""node"":""N7"",""tasks"":8,""started"":6,""wait"":21.333333333333332,""unstarted"":2},{""node"":""N8"",""tasks"":6,""started"":3,""wait"":51.333333333333336,""unstarted"":3}]"
10,5,19,36,0.6363636363636364,28.863636363636363,32.294117647058826,3003,22,37,163,335,16,16,0,2.147407900018152,27,0,0.3770423284444106,0,"[{""node"":""N3"",""tasks"":5,""started"":3,""wait"":6.0,""unstarted"":2},{""node"":""N4"",""tasks"":6,""started"":5,""wait"":30.4,""unstarted"":1},{""node"":""N5"",""tasks"":5,""started"":4,""wait"":24.25,""unstarted"":1},{""node"":""N6"",""tasks"":6,""started"":1,""wait"":86.0,""unstarted"":5},{""node"":""N7"",""tasks"":8,""started"":6,""wait"":21.333333333333332,""unstarted"":2},{""node"":""N8"",""tasks"":6,""started"":3,""wait"":51.333333333333336,""unstarted"":3}]"
10,10,18,36,0.6363636363636364,29.38095238095238,31.9375,2873,21,38,126,333,9,22,0,2.134621999997762,27,0,0.3217304441370831,0,"[{""node"":""N3"",""tasks"":5,""started"":2,""wait"":18.5,""unstarted"":3},{""node"":""N4"",""tasks"":6,""started"":5,""wait"":24.6,""unstarted"":1},{""node"":""N5"",""tasks"":5,""started"":4,""wait"":22.0,""unstarted"":1},{""node"":""N6"",""tasks"":6,""started"":1,""wait"":86.0,""unstarted"":5},{""node"":""N7"",""tasks"":8,""started"":5,""wait"":19.8,""unstarted"":3},{""node"":""N8"",""tasks"":6,""started"":4,""wait"":46.0,""unstarted"":2}]"
10,20,18,36,0.6818181818181818,27.61904761904762,29.647058823529413,2748,21,38,126,334,9,15,0,2.3703904000285547,27,0,0.3550275215132956,0,"[{""node"":""N3"",""tasks"":5,""started"":3,""wait"":14.0,""unstarted"":2},{""node"":""N4"",""tasks"":6,""started"":5,""wait"":23.6,""unstarted"":1},{""node"":""N5"",""tasks"":5,""started"":4,""wait"":20.25,""unstarted"":1},{""node"":""N6"",""tasks"":6,""started"":1,""wait"":86.0,""unstarted"":5},{""node"":""N7"",""tasks"":8,""started"":5,""wait"":19.8,""unstarted"":3},{""node"":""N8"",""tasks"":6,""started"":3,""wait"":51.333333333333336,""unstarted"":3}]"
10,50,17,36,0.6363636363636364,22.705882352941178,20.285714285714285,1726,17,38,70,317,4,15,0,3.282317399949534,27,0,0.27893123083661847,1,"[{""node"":""N3"",""tasks"":5,""started"":4,""wait"":8.75,""unstarted"":1},{""node"":""N4"",""tasks"":6,""started"":5,""wait"":17.4,""unstarted"":1},{""node"":""N5"",""tasks"":5,""started"":2,""wait"":17.5,""unstarted"":3},{""node"":""N6"",""tasks"":6,""started"":0,""wait"":null,""unstarted"":6},{""node"":""N7"",""tasks"":8,""started"":4,""wait"":44.0,""unstarted"":4},{""node"":""N8"",""tasks"":6,""started"":2,""wait"":26.5,""unstarted"":4}]"
6,0,18,36,0.631578947368421,31.545454545454547,34.6,3120,22,43,215,404,21,34,0,3.6477937000308884,29,0,0.1998208906618904,1,"[{""node"":""N3"",""tasks"":5,""started"":4,""wait"":30.0,""unstarted"":1},{""node"":""N4"",""tasks"":11,""started"":9,""wait"":34.77777777777778,""unstarted"":2},{""node"":""N5"",""tasks"":5,""started"":2,""wait"":20.0,""unstarted"":3},{""node"":""N6"",""tasks"":7,""started"":2,""wait"":12.5,""unstarted"":5},{""node"":""N7"",""tasks"":5,""started"":5,""wait"":39.2,""unstarted"":0},{""node"":""N8"",""tasks"":3,""started"":0,""wait"":null,""unstarted"":3}]"
6,1,18,36,0.6842105263157895,30.333333333333332,24.714285714285715,2603,21,43,231,342,30,35,0,4.028987499958021,29,0,0.3267970007458878,0,"[{""node"":""N3"",""tasks"":5,""started"":3,""wait"":33.666666666666664,""unstarted"":2},{""node"":""N4"",""tasks"":11,""started"":9,""wait"":27.444444444444443,""unstarted"":2},{""node"":""N5"",""tasks"":5,""started"":2,""wait"":19.0,""unstarted"":3},{""node"":""N6"",""tasks"":7,""started"":2,""wait"":39.0,""unstarted"":5},{""node"":""N7"",""tasks"":5,""started"":4,""wait"":18.75,""unstarted"":1},{""node"":""N8"",""tasks"":3,""started"":1,""wait"":98.0,""unstarted"":2}]"
6,2,18,36,0.6842105263157895,30.428571428571427,24.785714285714285,2611,21,43,233,340,29,36,0,3.9129610999516444,29,0,0.3263325097070244,0,"[{""node"":""N3"",""tasks"":5,""started"":3,""wait"":33.666666666666664,""unstarted"":2},{""node"":""N4"",""tasks"":11,""started"":9,""wait"":27.666666666666668,""unstarted"":2},{""node"":""N5"",""tasks"":5,""started"":2,""wait"":19.0,""unstarted"":3},{""node"":""N6"",""tasks"":7,""started"":2,""wait"":39.0,""unstarted"":5},{""node"":""N7"",""tasks"":5,""started"":4,""wait"":18.75,""unstarted"":1},{""node"":""N8"",""tasks"":3,""started"":1,""wait"":98.0,""unstarted"":2}]"
6,5,18,36,0.6842105263157895,29.952380952380953,24.142857142857142,2563,21,43,223,342,26,27,0,4.061745599945425,29,0,0.32862815167758586,0,"[{""node"":""N3"",""tasks"":5,""started"":3,""wait"":31.0,""unstarted"":2},{""node"":""N4"",""tasks"":11,""started"":9,""wait"":27.444444444444443,""unstarted"":2},{""node"":""N5"",""tasks"":5,""started"":2,""wait"":19.0,""unstarted"":3},{""node"":""N6"",""tasks"":7,""started"":2,""wait"":39.0,""unstarted"":5},{""node"":""N7"",""tasks"":5,""started"":4,""wait"":18.75,""unstarted"":1},{""node"":""N8"",""tasks"":3,""started"":1,""wait"":98.0,""unstarted"":2}]"
6,10,18,36,0.631578947368421,24.8,25.285714285714285,2196,20,45,134,332,12,34,0,4.379261599955498,29,0,0.16220511547057365,1,"[{""node"":""N3"",""tasks"":5,""started"":3,""wait"":31.0,""unstarted"":2},{""node"":""N4"",""tasks"":11,""started"":9,""wait"":29.11111111111111,""unstarted"":2},{""node"":""N5"",""tasks"":5,""started"":2,""wait"":19.5,""unstarted"":3},{""node"":""N6"",""tasks"":7,""started"":2,""wait"":13.5,""unstarted"":5},{""node"":""N7"",""tasks"":5,""started"":4,""wait"":18.75,""unstarted"":1},{""node"":""N8"",""tasks"":3,""started"":0,""wait"":null,""unstarted"":3}]"
6,20,19,36,0.631578947368421,23.476190476190474,23.5,2137,21,43,100,340,27,31,0,4.297156599990558,29,0,0.16738258201557707,1,"[{""node"":""N3"",""tasks"":5,""started"":3,""wait"":31.0,""unstarted"":2},{""node"":""N4"",""tasks"":11,""started"":9,""wait"":22.444444444444443,""unstarted"":2},{""node"":""N5"",""tasks"":5,""started"":3,""wait"":32.0,""unstarted"":2},{""node"":""N6"",""tasks"":7,""started"":2,""wait"":13.5,""unstarted"":5},{""node"":""N7"",""tasks"":5,""started"":4,""wait"":18.75,""unstarted"":1},{""node"":""N8"",""tasks"":3,""started"":0,""wait"":null,""unstarted"":3}]"
6,50,13,36,0.5789473684210527,41.111111111111114,39.93333333333333,3418,18,50,327,331,8,54,0,5.614606400005869,29,1,0.3377957830770647,1,"[{""node"":""N3"",""tasks"":5,""started"":5,""wait"":66.6,""unstarted"":0},{""node"":""N4"",""tasks"":11,""started"":8,""wait"":24.75,""unstarted"":3},{""node"":""N5"",""tasks"":5,""started"":1,""wait"":20.0,""unstarted"":4},{""node"":""N6"",""tasks"":7,""started"":1,""wait"":10.0,""unstarted"":6},{""node"":""N7"",""tasks"":5,""started"":3,""wait"":59.666666666666664,""unstarted"":2},{""node"":""N8"",""tasks"":3,""started"":0,""wait"":null,""unstarted"":3}]"
8,0,19,36,0.625,38.30434782608695,41.0,4119,23,35,331,301,23,13,0,3.82039019993681,29,0,0.22670157068062827,0,"[{""node"":""N3"",""tasks"":6,""started"":3,""wait"":15.0,""unstarted"":3},{""node"":""N4"",""tasks"":7,""started"":6,""wait"":32.0,""unstarted"":1},{""node"":""N5"",""tasks"":7,""started"":4,""wait"":29.5,""unstarted"":3},{""node"":""N6"",""tasks"":6,""started"":4,""wait"":44.75,""unstarted"":2},{""node"":""N7"",""tasks"":5,""started"":4,""wait"":56.0,""unstarted"":1},{""node"":""N8"",""tasks"":5,""started"":2,""wait"":61.5,""unstarted"":3}]"
8,1,18,36,0.625,34.5,34.611111111111114,3523,22,39,287,307,19,27,0,4.022370100021362,29,0,0.18629702537182852,0,"[{""node"":""N3"",""tasks"":6,""started"":5,""wait"":23.6,""unstarted"":1},{""node"":""N4"",""tasks"":7,""started"":6,""wait"":38.833333333333336,""unstarted"":1},{""node"":""N5"",""tasks"":7,""started"":3,""wait"":29.666666666666668,""unstarted"":4},{""node"":""N6"",""tasks"":6,""started"":5,""wait"":38.6,""unstarted"":1},{""node"":""N7"",""tasks"":5,""started"":1,""wait"":19.0,""unstarted"":4},{""node"":""N8"",""tasks"":5,""started"":2,""wait"":53.5,""unstarted"":3}]"
8,2,18,36,0.5833333333333334,35.34782608695652,34.9375,3557,23,38,274,297,24,20,0,4.277113900025142,29,0,0.1996291718170581,0,"[{""node"":""N3"",""tasks"":6,""started"":4,""wait"":23.0,""unstarted"":2},{""node"":""N4"",""tasks"":7,""started"":6,""wait"":28.5,""unstarted"":1},{""node"":""N5"",""tasks"":7,""started"":3,""wait"":36.0,""unstarted"":4},{""node"":""N6"",""tasks"":6,""started"":5,""wait"":40.0,""unstarted"":1},{""node"":""N7"",""tasks"":5,""started"":4,""wait"":55.75,""unstarted"":1},{""node"":""N8"",""tasks"":5,""started"":1,""wait"":19.0,""unstarted"":4}]"
8,5,19,36,0.7083333333333334,33.26086956521739,35.25,3705,23,36,253,323,28,23,0,4.244155400025193,29,0,0.15127678978568168,0,"[{""node"":""N3"",""tasks"":6,""started"":6,""wait"":29.166666666666668,""unstarted"":0},{""node"":""N4"",""tasks"":7,""started"":6,""wait"":38.5,""unstarted"":1},{""node"":""N5"",""tasks"":7,""started"":3,""wait"":28.666666666666668,""unstarted"":4},{""node"":""N6"",""tasks"":6,""started"":5,""wait"":31.6,""unstarted"":1},{""node"":""N7"",""tasks"":5,""started"":1,""wait"":19.0,""unstarted"":4},{""node"":""N8"",""tasks"":5,""started"":2,""wait"":48.0,""unstarted"":3}]"
8,10,20,36,0.75,35.68,37.45454545454545,4324,25,35,288,305,26,21,0,4.200498200021684,29,0,0.16791156259336718,0,"[{""node"":""N3"",""tasks"":6,""started"":5,""wait"":32.6,""unstarted"":1},{""node"":""N4"",""tasks"":7,""started"":6,""wait"":38.833333333333336,""unstarted"":1},{""node"":""N5"",""tasks"":7,""started"":5,""wait"":34.0,""unstarted"":2},{""node"":""N6"",""tasks"":6,""started"":5,""wait"":30.2,""unstarted"":1},{""node"":""N7"",""tasks"":5,""started"":2,""wait"":24.0,""unstarted"":3},{""node"":""N8"",""tasks"":5,""started"":2,""wait"":63.5,""unstarted"":3}]"
8,20,19,36,0.6666666666666666,33.869565217391305,33.5,3543,23,35,239,288,19,22,0,4.616039500004263,29,0,0.13078829177636672,0,"[{""node"":""N3"",""tasks"":6,""started"":5,""wait"":33.4,""unstarted"":1},{""node"":""N4"",""tasks"":7,""started"":6,""wait"":32.0,""unstarted"":1},{""node"":""N5"",""tasks"":7,""started"":4,""wait"":27.5,""unstarted"":3},{""node"":""N6"",""tasks"":6,""started"":3,""wait"":29.333333333333332,""unstarted"":3},{""node"":""N7"",""tasks"":5,""started"":2,""wait"":57.0,""unstarted"":3},{""node"":""N8"",""tasks"":5,""started"":3,""wait"":36.0,""unstarted"":2}]"
8,50,17,36,0.5,23.894736842105264,16.166666666666668,1750,19,41,131,268,2,27,0,5.225612700000056,29,0,0.435792349726776,0,"[{""node"":""N3"",""tasks"":6,""started"":4,""wait"":17.25,""unstarted"":2},{""node"":""N4"",""tasks"":7,""started"":3,""wait"":13.666666666666666,""unstarted"":4},{""node"":""N5"",""tasks"":7,""started"":3,""wait"":18.666666666666668,""unstarted"":4},{""node"":""N6"",""tasks"":6,""started"":4,""wait"":13.5,""unstarted"":2},{""node"":""N7"",""tasks"":5,""started"":1,""wait"":109.0,""unstarted"":4},{""node"":""N8"",""tasks"":5,""started"":4,""wait"":31.25,""unstarted"":1}]"
9,0,19,36,0.5833333333333334,26.73913043478261,26.11764705882353,2733,23,39,108,365,22,24,0,2.7800908999779494,32,0,0.154232424677188,0,"[{""node"":""N3"",""tasks"":5,""started"":3,""wait"":34.333333333333336,""unstarted"":2},{""node"":""N4"",""tasks"":6,""started"":4,""wait"":17.0,""unstarted"":2},{""node"":""N5"",""tasks"":8,""started"":5,""wait"":16.8,""unstarted"":3},{""node"":""N6"",""tasks"":4,""started"":2,""wait"":31.0,""unstarted"":2},{""node"":""N7"",""tasks"":7,""started"":6,""wait"":35.833333333333336,""unstarted"":1},{""node"":""N8"",""tasks"":6,""started"":3,""wait"":27.666666666666668,""unstarted"":3}]"
9,1,17,36,0.4583333333333333,30.0,30.8,2814,21,44,187,439,21,35,0,4.050836300011724,32,0,0.12317489903696802,0,"[{""node"":""N3"",""tasks"":5,""started"":4,""wait"":39.0,""unstarted"":1},{""node"":""N4"",""tasks"":6,""started"":3,""wait"":31.333333333333332,""unstarted"":3},{""node"":""N5"",""tasks"":8,""started"":3,""wait"":20.0,""unstarted"":5},{""node"":""N6"",""tasks"":4,""started"":3,""wait"":34.0,""unstarted"":1},{""node"":""N7"",""tasks"":7,""started"":4,""wait"":22.0,""unstarted"":3},{""node"":""N8"",""tasks"":6,""started"":4,""wait"":32.5,""unstarted"":2}]"
9,2,17,36,0.5,28.526315789473685,27.46153846153846,2340,19,45,155,338,16,35,0,4.653976999994484,32,0,0.0837051726987275,0,"[{""node"":""N3"",""tasks"":5,""started"":3,""wait"":29.333333333333332,""unstarted"":2},{""node"":""N4"",""tasks"":6,""started"":4,""wait"":30.75,""unstarted"":2},{""node"":""N5"",""tasks"":8,""started"":4,""wait"":25.0,""unstarted"":4},{""node"":""N6"",""tasks"":4,""started"":2,""wait"":31.0,""unstarted"":2},{""node"":""N7"",""tasks"":7,""started"":2,""wait"":19.5,""unstarted"":5},{""node"":""N8"",""tasks"":6,""started"":4,""wait"":32.5,""unstarted"":2}]"
9,5,16,36,0.4583333333333333,27.6,31.2,2592,20,46,84,348,18,45,0,4.498919599936926,32,0,0.17444739168877105,0,"[{""node"":""N3"",""tasks"":5,""started"":2,""wait"":8.5,""unstarted"":3},{""node"":""N4"",""tasks"":6,""started"":4,""wait"":28.5,""unstarted"":2},{""node"":""N5"",""tasks"":8,""started"":4,""wait"":25.25,""unstarted"":4},{""node"":""N6"",""tasks"":4,""started"":3,""wait"":34.0,""unstarted"":1},{""node"":""N7"",""tasks"":7,""started"":3,""wait"":25.333333333333332,""unstarted"":4},{""node"":""N8"",""tasks"":6,""started"":4,""wait"":35.5,""unstarted"":2}]"
9,10,16,36,0.5,25.944444444444443,28.153846153846153,2133,18,46,85,302,22,43,0,4.7172814999648836,32,0,0.1667429705085651,0,"[{""node"":""N3"",""tasks"":5,""started"":2,""wait"":8.5,""unstarted"":3},{""node"":""N4"",""tasks"":6,""started"":4,""wait"":28.75,""unstarted"":2},{""node"":""N5"",""tasks"":8,""started"":5,""wait"":30.2,""unstarted"":3},{""node"":""N6"",""tasks"":4,""started"":2,""wait"":31.0,""unstarted"":2},{""node"":""N7"",""tasks"":7,""started"":2,""wait"":19.5,""unstarted"":5},{""node"":""N8"",""tasks"":6,""started"":3,""wait"":27.666666666666668,""unstarted"":3}]"
9,20,16,36,0.5,29.05263157894737,29.571428571428573,2484,19,45,146,363,12,40,0,4.774488499999279,32,0,0.16291217760365653,0,"[{""node"":""N3"",""tasks"":5,""started"":4,""wait"":30.75,""unstarted"":1},{""node"":""N4"",""tasks"":6,""started"":4,""wait"":43.5,""unstarted"":2},{""node"":""N5"",""tasks"":8,""started"":4,""wait"":17.75,""unstarted"":4},{""node"":""N6"",""tasks"":4,""started"":2,""wait"":31.0,""unstarted"":2},{""node"":""N7"",""tasks"":7,""started"":2,""wait"":19.5,""unstarted"":5},{""node"":""N8"",""tasks"":6,""started"":3,""wait"":27.666666666666668,""unstarted"":3}]"
9,50,16,36,0.5,24.72222222222222,23.428571428571427,1991,18,44,85,324,7,25,0,5.085506200019154,32,0,0.25963718820861686,0,"[{""node"":""N3"",""tasks"":5,""started"":3,""wait"":11.666666666666666,""unstarted"":2},{""node"":""N4"",""tasks"":6,""started"":4,""wait"":28.0,""unstarted"":2},{""node"":""N5"",""tasks"":8,""started"":4,""wait"":18.0,""unstarted"":4},{""node"":""N6"",""tasks"":4,""started"":1,""wait"":21.0,""unstarted"":3},{""node"":""N7"",""tasks"":7,""started"":3,""wait"":50.666666666666664,""unstarted"":4},{""node"":""N8"",""tasks"":6,""started"":3,""wait"":17.666666666666668,""unstarted"":3}]"
7,0,17,36,0.47619047619047616,37.0,37.0,2923,19,45,216,277,39,46,0,4.992534300050465,29,0,0.24128142741281428,0,"[{""node"":""N3"",""tasks"":4,""started"":2,""wait"":19.0,""unstarted"":2},{""node"":""N4"",""tasks"":8,""started"":6,""wait"":50.0,""unstarted"":2},{""node"":""N5"",""tasks"":12,""started"":4,""wait"":16.0,""unstarted"":8},{""node"":""N6"",""tasks"":3,""started"":1,""wait"":45.0,""unstarted"":2},{""node"":""N7"",""tasks"":3,""started"":2,""wait"":23.0,""unstarted"":1},{""node"":""N8"",""tasks"":6,""started"":4,""wait"":52.5,""unstarted"":2}]"
7,1,17,36,0.47619047619047616,33.666666666666664,33.8,2494,18,46,148,279,49,37,0,5.399591599983978,29,0,0.22952239544667158,0,"[{""node"":""N3"",""tasks"":4,""started"":2,""wait"":19.0,""unstarted"":2},{""node"":""N4"",""tasks"":8,""started"":4,""wait"":47.0,""unstarted"":4},{""node"":""N5"",""tasks"":12,""started"":5,""wait"":16.8,""unstarted"":7},{""node"":""N6"",""tasks"":3,""started"":1,""wait"":45.0,""unstarted"":2},{""node"":""N7"",""tasks"":3,""started"":2,""wait"":23.0,""unstarted"":1},{""node"":""N8"",""tasks"":6,""started"":4,""wait"":51.25,""unstarted"":2}]"
7,2,16,36,0.47619047619047616,36.578947368421055,33.18181818181818,2815,19,47,199,253,26,34,0,6.20891859997937,29,0,0.2842676074741931,0,"[{""node"":""N3"",""tasks"":4,""started"":2,""wait"":14.5,""unstarted"":2},{""node"":""N4"",""tasks"":8,""started"":6,""wait"":31.333333333333332,""unstarted"":2},{""node"":""N5"",""tasks"":12,""started"":3,""wait"":15.333333333333334,""unstarted"":9},{""node"":""N6"",""tasks"":3,""started"":1,""wait"":45.0,""unstarted"":2},{""node"":""N7"",""tasks"":3,""started"":3,""wait"":38.666666666666664,""unstarted"":0},{""node"":""N8"",""tasks"":6,""started"":4,""wait"":67.75,""unstarted"":2}]"
7,5,17,36,0.5238095238095238,34.21052631578947,27.0,2544,19,47,171,283,35,44,0,5.946743199951015,29,0,0.22735841646374985,0,"[{""node"":""N3"",""tasks"":4,""started"":3,""wait"":16.666666666666668,""unstarted"":1},{""node"":""N4"",""tasks"":8,""started"":3,""wait"":25.666666666666668,""unstarted"":5},{""node"":""N5"",""tasks"":12,""started"":5,""wait"":24.6,""unstarted"":7},{""node"":""N6"",""tasks"":3,""started"":1,""wait"":47.0,""unstarted"":2},{""node"":""N7"",""tasks"":3,""started"":3,""wait"":40.0,""unstarted"":0},{""node"":""N8"",""tasks"":6,""started"":4,""wait"":58.25,""unstarted"":2}]"
7,10,18,36,0.47619047619047616,38.65,41.25,3309,20,44,249,300,30,39,0,5.495472099995823,29,0,0.22710404241219348,0,"[{""node"":""N3"",""tasks"":4,""started"":2,""wait"":19.0,""unstarted"":2},{""node"":""N4"",""tasks"":8,""started"":7,""wait"":54.0,""unstarted"":1},{""node"":""N5"",""tasks"":12,""started"":3,""wait"":15.333333333333334,""unstarted"":9},{""node"":""N6"",""tasks"":3,""started"":1,""wait"":47.0,""unstarted"":2},{""node"":""N7"",""tasks"":3,""started"":3,""wait"":33.0,""unstarted"":0},{""node"":""N8"",""tasks"":6,""started"":4,""wait"":41.25,""unstarted"":2}]"
7,20,16,36,0.42857142857142855,28.764705882352942,27.6,2019,17,48,115,305,24,53,0,5.397884499965585,29,0,0.2065972222222222,0,"[{""node"":""N3"",""tasks"":4,""started"":3,""wait"":21.0,""unstarted"":1},{""node"":""N4"",""tasks"":8,""started"":3,""wait"":41.0,""unstarted"":5},{""node"":""N5"",""tasks"":12,""started"":5,""wait"":17.0,""unstarted"":7},{""node"":""N6"",""tasks"":3,""started"":1,""wait"":49.0,""unstarted"":2},{""node"":""N7"",""tasks"":3,""started"":2,""wait"":23.0,""unstarted"":1},{""node"":""N8"",""tasks"":6,""started"":3,""wait"":41.0,""unstarted"":3}]"
7,50,12,36,0.38095238095238093,34.0,28.555555555555557,1942,14,56,121,228,2,40,0,5.523148100008257,29,0,0.29462592202318233,1,"[{""node"":""N3"",""tasks"":4,""started"":1,""wait"":7.0,""unstarted"":3},{""node"":""N4"",""tasks"":8,""started"":3,""wait"":42.0,""unstarted"":5},{""node"":""N5"",""tasks"":12,""started"":4,""wait"":15.5,""unstarted"":8},{""node"":""N6"",""tasks"":3,""started"":0,""wait"":null,""unstarted"":3},{""node"":""N7"",""tasks"":3,""started"":3,""wait"":52.0,""unstarted"":0},{""node"":""N8"",""tasks"":6,""started"":3,""wait"":41.666666666666664,""unstarted"":3}]"
11,0,14,36,0.43478260869565216,33.75,37.5,2520,16,50,172,318,44,39,0,6.276906200015219,31,0,0.23727742676622626,0,"[{""node"":""N3"",""tasks"":5,""started"":2,""wait"":34.5,""unstarted"":3},{""node"":""N4"",""tasks"":12,""started"":7,""wait"":23.428571428571427,""unstarted"":5},{""node"":""N5"",""tasks"":5,""started"":1,""wait"":18.0,""unstarted"":4},{""node"":""N6"",""tasks"":5,""started"":3,""wait"":49.333333333333336,""unstarted"":2},{""node"":""N7"",""tasks"":4,""started"":1,""wait"":23.0,""unstarted"":3},{""node"":""N8"",""tasks"":5,""started"":2,""wait"":59.0,""unstarted"":3}]"
11,1,14,36,0.391304347826087,28.666666666666668,29.9,1888,15,50,126,287,35,45,0,6.50653029998648,31,0,0.2892030848329049,0,"[{""node"":""N3"",""tasks"":5,""started"":2,""wait"":9.5,""unstarted"":3},{""node"":""N4"",""tasks"":12,""started"":7,""wait"":23.0,""unstarted"":5},{""node"":""N5"",""tasks"":5,""started"":1,""wait"":18.0,""unstarted"":4},{""node"":""N6"",""tasks"":5,""started"":1,""wait"":56.0,""unstarted"":4},{""node"":""N7"",""tasks"":4,""started"":2,""wait"":41.0,""unstarted"":2},{""node"":""N8"",""tasks"":5,""started"":2,""wait"":47.0,""unstarted"":3}]"
11,2,14,36,0.43478260869565216,36.4375,41.333333333333336,2741,16,51,271,276,42,57,0,5.97641940000176,31,1,0.278983508062044,0,"[{""node"":""N3"",""tasks"":5,""started"":3,""wait"":26.666666666666668,""unstarted"":2},{""node"":""N4"",""tasks"":12,""started"":8,""wait"":32.375,""unstarted"":4},{""node"":""N5"",""tasks"":5,""started"":1,""wait"":18.0,""unstarted"":4},{""node"":""N6"",""tasks"":5,""started"":2,""wait"":76.5,""unstarted"":3},{""node"":""N7"",""tasks"":4,""started"":1,""wait"":23.0,""unstarted"":3},{""node"":""N8"",""tasks"":5,""started"":1,""wait"":50.0,""unstarted"":4}]"
11,5,18,36,0.5652173913043478,26.095238095238095,28.6,2502,21,44,147,318,45,44,0,6.24983559998509,31,0,0.23002582073035777,1,"[{""node"":""N3"",""tasks"":5,""started"":3,""wait"":27.666666666666668,""unstarted"":2},{""node"":""N4"",""tasks"":12,""started"":9,""wait"":14.444444444444445,""unstarted"":3},{""node"":""N5"",""tasks"":5,""started"":2,""wait"":23.0,""unstarted"":3},{""node"":""N6"",""tasks"":5,""started"":3,""wait"":53.0,""unstarted"":2},{""node"":""N7"",""tasks"":4,""started"":4,""wait"":32.5,""unstarted"":0},{""node"":""N8"",""tasks"":5,""started"":0,""wait"":null,""unstarted"":5}]"
11,10,17,36,0.43478260869565216,36.65,35.083333333333336,3041,20,46,310,346,38,55,0,6.0695839999680175,31,0,0.21242920184857017,0,"[{""node"":""N3"",""tasks"":5,""started"":2,""wait"":34.5,""unstarted"":3},{""node"":""N4"",""tasks"":12,""started"":7,""wait"":23.571428571428573,""unstarted"":5},{""node"":""N5"",""tasks"":5,""started"":2,""wait"":19.0,""unstarted"":3},{""node"":""N6"",""tasks"":5,""started"":2,""wait"":52.0,""unstarted"":3},{""node"":""N7"",""tasks"":4,""started"":3,""wait"":40.333333333333336,""unstarted"":1},{""node"":""N8"",""tasks"":5,""started"":4,""wait"":59.0,""unstarted"":1}]"
