seed,event_rate,resource_scale,method,completed,total_tasks,urgent_satisfaction,mean_response,p1_response,weighted_response,started_tasks,unmet,lateness,travel,reassignments,withdrawals,violations,solve_seconds,solver_calls,fallback_calls,region_gini,unserved_regions,region_waits,lex_complete_calls,lex_proven_p1_calls
4,low,0.5,greedy,9,12,1.0,26.5,18.6,981,10,7,27,230,2,2,0,0.007472899989807047,14,14,0.3462765957446809,1,"[{""node"":""N3"",""tasks"":1,""started"":1,""wait"":6.0,""unstarted"":0},{""node"":""N4"",""tasks"":3,""started"":3,""wait"":20.333333333333332,""unstarted"":0},{""node"":""N5"",""tasks"":3,""started"":2,""wait"":16.0,""unstarted"":1},{""node"":""N6"",""tasks"":1,""started"":0,""wait"":null,""unstarted"":1},{""node"":""N7"",""tasks"":2,""started"":2,""wait"":29.5,""unstarted"":0},{""node"":""N8"",""tasks"":2,""started"":2,""wait"":53.5,""unstarted"":0}]",,
4,low,0.5,static,4,12,0.4,14.25,15.5,233,4,20,0,124,0,0,0,0.01440119999460876,1,0,0.20614035087719298,2,"[{""node"":""N3"",""tasks"":1,""started"":1,""wait"":6.0,""unstarted"":0},{""node"":""N4"",""tasks"":3,""started"":1,""wait"":13.0,""unstarted"":2},{""node"":""N5"",""tasks"":3,""started"":1,""wait"":18.0,""unstarted"":2},{""node"":""N6"",""tasks"":1,""started"":0,""wait"":null,""unstarted"":1},{""node"":""N7"",""tasks"":2,""started"":1,""wait"":20.0,""unstarted"":1},{""node"":""N8"",""tasks"":2,""started"":0,""wait"":null,""unstarted"":2}]",,
4,low,0.5,rolling,10,12,1.0,22.6,22.8,906,10,5,3,224,0,0,0,0.10559240003931336,14,0,0.1799043062200957,1,"[{""node"":""N3"",""tasks"":1,""started"":1,""wait"":6.0,""unstarted"":0},{""node"":""N4"",""tasks"":3,""started"":3,""wait"":23.0,""unstarted"":0},{""node"":""N5"",""tasks"":3,""started"":2,""wait"":22.5,""unstarted"":1},{""node"":""N6"",""tasks"":1,""started"":0,""wait"":null,""unstarted"":1},{""node"":""N7"",""tasks"":2,""started"":2,""wait"":24.5,""unstarted"":0},{""node"":""N8"",""tasks"":2,""started"":2,""wait"":28.5,""unstarted"":0}]",,
4,low,0.5,lexicographic,9,12,1.0,27.0,22.8,1038,10,7,31,224,0,0,0,0.3423812000110047,14,0,0.27509881422924903,1,"[{""node"":""N3"",""tasks"":1,""started"":1,""wait"":6.0,""unstarted"":0},{""node"":""N4"",""tasks"":3,""started"":3,""wait"":23.0,""unstarted"":0},{""node"":""N5"",""tasks"":3,""started"":2,""wait"":22.5,""unstarted"":1},{""node"":""N6"",""tasks"":1,""started"":0,""wait"":null,""unstarted"":1},{""node"":""N7"",""tasks"":2,""started"":2,""wait"":46.5,""unstarted"":0},{""node"":""N8"",""tasks"":2,""started"":2,""wait"":28.5,""unstarted"":0}]",14,14
4,low,0.5,rolling_forecast,10,12,1.0,22.6,22.8,906,10,5,3,224,0,0,0,0.12375140002404805,14,0,0.1799043062200957,1,"[{""node"":""N3"",""tasks"":1,""started"":1,""wait"":6.0,""unstarted"":0},{""node"":""N4"",""tasks"":3,""started"":3,""wait"":23.0,""unstarted"":0},{""node"":""N5"",""tasks"":3,""started"":2,""wait"":22.5,""unstarted"":1},{""node"":""N6"",""tasks"":1,""started"":0,""wait"":null,""unstarted"":1},{""node"":""N7"",""tasks"":2,""started"":2,""wait"":24.5,""unstarted"":0},{""node"":""N8"",""tasks"":2,""started"":2,""wait"":28.5,""unstarted"":0}]",,
4,medium,0.5,greedy,13,24,0.75,27.428571428571427,30.7,1766,14,29,96,286,2,6,0,0.020150799959083088,20,20,0.16824742268041237,1,"[{""node"":""N3"",""tasks"":4,""started"":4,""wait"":29.5,""unstarted"":0},{""node"":""N4"",""tasks"":5,""started"":4,""wait"":30.75,""unstarted"":1},{""node"":""N5"",""tasks"":4,""started"":3,""wait"":29.0,""unstarted"":1},{""node"":""N6"",""tasks"":2,""started"":1,""wait"":8.0,""unstarted"":1},{""node"":""N7"",""tasks"":6,""started"":2,""wait"":24.0,""unstarted"":4},{""node"":""N8"",""tasks"":3,""started"":0,""wait"":null,""unstarted"":3}]",,
4,medium,0.5,static,4,24,0.16666666666666666,14.25,15.5,233,4,48,0,124,0,0,0,0.01640729999053292,1,0,0.20614035087719298,2,"[{""node"":""N3"",""tasks"":4,""started"":1,""wait"":6.0,""unstarted"":3},{""node"":""N4"",""tasks"":5,""started"":1,""wait"":13.0,""unstarted"":4},{""node"":""N5"",""tasks"":4,""started"":1,""wait"":18.0,""unstarted"":3},{""node"":""N6"",""tasks"":2,""started"":0,""wait"":null,""unstarted"":2},{""node"":""N7"",""tasks"":6,""started"":1,""wait"":20.0,""unstarted"":5},{""node"":""N8"",""tasks"":3,""started"":0,""wait"":null,""unstarted"":3}]",,
4,medium,0.5,rolling,14,24,0.8333333333333334,18.6,18.363636363636363,1241,15,26,32,289,9,5,0,0.9763477000233252,20,0,0.17522658610271905,1,"[{""node"":""N3"",""tasks"":4,""started"":4,""wait"":16.75,""unstarted"":0},{""node"":""N4"",""tasks"":5,""started"":4,""wait"":22.25,""unstarted"":1},{""node"":""N5"",""tasks"":4,""started"":2,""wait"":14.0,""unstarted"":2},{""node"":""N6"",""tasks"":2,""started"":1,""wait"":8.0,""unstarted"":1},{""node"":""N7"",""tasks"":6,""started"":4,""wait"":21.75,""unstarted"":2},{""node"":""N8"",""tasks"":3,""started"":0,""wait"":null,""unstarted"":3}]",,
4,medium,0.5,lexicographic,14,24,0.8333333333333334,19.466666666666665,19.545454545454547,1306,15,26,35,289,8,9,0,1.1472905999689829,20,0,0.19651162790697674,1,"[{""node"":""N3"",""tasks"":4,""started"":4,""wait"":16.75,""unstarted"":0},{""node"":""N4"",""tasks"":5,""started"":4,""wait"":22.25,""unstarted"":1},{""node"":""N5"",""tasks"":4,""started"":2,""wait"":14.0,""unstarted"":2},{""node"":""N6"",""tasks"":2,""started"":1,""wait"":8.0,""unstarted"":1},{""node"":""N7"",""tasks"":6,""started"":4,""wait"":25.0,""unstarted"":2},{""node"":""N8"",""tasks"":3,""started"":0,""wait"":null,""unstarted"":3}]",19,19
4,medium,0.5,rolling_forecast,14,24,0.8333333333333334,18.6,18.363636363636363,1241,15,26,32,289,9,5,0,0.9611373000079766,20,0,0.17522658610271905,1,"[{""node"":""N3"",""tasks"":4,""started"":4,""wait"":16.75,""unstarted"":0},{""node"":""N4"",""tasks"":5,""started"":4,""wait"":22.25,""unstarted"":1},{""node"":""N5"",""tasks"":4,""started"":2,""wait"":14.0,""unstarted"":2},{""node"":""N6"",""tasks"":2,""started"":1,""wait"":8.0,""unstarted"":1},{""node"":""N7"",""tasks"":6,""started"":4,""wait"":21.75,""unstarted"":2},{""node"":""N8"",""tasks"":3,""started"":0,""wait"":null,""unstarted"":3}]",,
4,high,0.5,greedy,15,36,0.5217391304347826,32.333333333333336,35.93333333333333,2824,18,51,174,345,11,10,0,0.05956530002004001,30,30,0.1490299823633157,0,"[{""node"":""N3"",""tasks"":5,""started"":4,""wait"":22.0,""unstarted"":1},{""node"":""N4"",""tasks"":8,""started"":6,""wait"":40.0,""unstarted"":2},{""node"":""N5"",""tasks"":6,""started"":2,""wait"":37.0,""unstarted"":4},{""node"":""N6"",""tasks"":4,""started"":2,""wait"":23.0,""unstarted"":2},{""node"":""N7"",""tasks"":8,""started"":2,""wait"":24.0,""unstarted"":6},{""node"":""N8"",""tasks"":5,""started"":2,""wait"":43.0,""unstarted"":3}]",,
4,high,0.5,static,4,36,0.08695652173913043,14.25,15.5,233,4,73,0,124,0,0,0,0.01573479999206029,1,0,0.20614035087719298,2,"[{""node"":""N3"",""tasks"":5,""started"":1,""wait"":6.0,""unstarted"":4},{""node"":""N4"",""tasks"":8,""started"":1,""wait"":13.0,""unstarted"":7},{""node"":""N5"",""tasks"":6,""started"":1,""wait"":18.0,""unstarted"":5},{""node"":""N6"",""tasks"":4,""started"":0,""wait"":null,""unstarted"":4},{""node"":""N7"",""tasks"":8,""started"":1,""wait"":20.0,""unstarted"":7},{""node"":""N8"",""tasks"":5,""started"":0,""wait"":null,""unstarted"":5}]",,
4,high,0.5,rolling,16,36,0.5652173913043478,22.736842105263158,19.466666666666665,1880,19,49,95,343,16,25,0,2.8152165000210516,30,0,0.34597701149425286,0,"[{""node"":""N3"",""tasks"":5,""started"":5,""wait"":11.0,""unstarted"":0},{""node"":""N4"",""tasks"":8,""started"":5,""wait"":16.0,""unstarted"":3},{""node"":""N5"",""tasks"":6,""started"":2,""wait"":10.0,""unstarted"":4},{""node"":""N6"",""tasks"":4,""started"":2,""wait"":23.0,""unstarted"":2},{""node"":""N7"",""tasks"":8,""started"":2,""wait"":24.0,""unstarted"":6},{""node"":""N8"",""tasks"":5,""started"":3,""wait"":61.0,""unstarted"":2}]",,
4,high,0.5,lexicographic,16,36,0.5652173913043478,29.529411764705884,32.785714285714285,2424,17,49,155,324,8,30,0,2.727802000110387,30,6,0.2847283406754772,0,"[{""node"":""N3"",""tasks"":5,""started"":4,""wait"":29.0,""unstarted"":1},{""node"":""N4"",""tasks"":8,""started"":6,""wait"":18.333333333333332,""unstarted"":2},{""node"":""N5"",""tasks"":6,""started"":3,""wait"":52.333333333333336,""unstarted"":3},{""node"":""N6"",""tasks"":4,""started"":1,""wait"":8.0,""unstarted"":3},{""node"":""N7"",""tasks"":8,""started"":2,""wait"":29.5,""unstarted"":6},{""node"":""N8"",""tasks"":5,""started"":1,""wait"":52.0,""unstarted"":4}]",19,19
4,high,0.5,rolling_forecast,16,36,0.5652173913043478,22.736842105263158,19.466666666666665,1880,19,49,95,343,17,27,0,2.5176663000456756,30,0,0.34597701149425286,0,"[{""node"":""N3"",""tasks"":5,""started"":5,""wait"":11.0,""unstarted"":0},{""node"":""N4"",""tasks"":8,""started"":5,""wait"":16.0,""unstarted"":3},{""node"":""N5"",""tasks"":6,""started"":2,""wait"":10.0,""unstarted"":4},{""node"":""N6"",""tasks"":4,""started"":2,""wait"":23.0,""unstarted"":2},{""node"":""N7"",""tasks"":8,""started"":2,""wait"":24.0,""unstarted"":6},{""node"":""N8"",""tasks"":5,""started"":3,""wait"":61.0,""unstarted"":2}]",,
0,low,0.5,greedy,9,12,1.0,29.5,21.6,1101,10,7,30,249,2,3,0,0.007608899992192164,14,14,0.303202846975089,1,"[{""node"":""N3"",""tasks"":1,""started"":1,""wait"":9.0,""unstarted"":0},{""node"":""N4"",""tasks"":3,""started"":3,""wait"":23.0,""unstarted"":0},{""node"":""N5"",""tasks"":3,""started"":2,""wait"":19.5,""unstarted"":1},{""node"":""N6"",""tasks"":1,""started"":0,""wait"":null,""unstarted"":1},{""node"":""N7"",""tasks"":2,""started"":2,""wait"":34.0,""unstarted"":0},{""node"":""N8"",""tasks"":2,""started"":2,""wait"":55.0,""unstarted"":0}]",,
0,low,0.5,static,4,12,0.4,16.5,17.0,266,4,20,0,133,0,0,0,0.012413699994795024,1,0,0.17424242424242425,2,"[{""node"":""N3"",""tasks"":1,""started"":1,""wait"":9.0,""unstarted"":0},{""node"":""N4"",""tasks"":3,""started"":1,""wait"":15.0,""unstarted"":2},{""node"":""N5"",""tasks"":3,""started"":1,""wait"":19.0,""unstarted"":2},{""node"":""N6"",""tasks"":1,""started"":0,""wait"":null,""unstarted"":1},{""node"":""N7"",""tasks"":2,""started"":1,""wait"":23.0,""unstarted"":1},{""node"":""N8"",""tasks"":2,""started"":0,""wait"":null,""unstarted"":2}]",,
0,low,0.5,rolling,10,12,1.0,27.3,26.8,1087,10,5,8,249,0,0,0,0.10343490004015621,14,0,0.17898832684824903,1,"[{""node"":""N3"",""tasks"":1,""started"":1,""wait"":9.0,""unstarted"":0},{""node"":""N4"",""tasks"":3,""started"":3,""wait"":25.0,""unstarted"":0},{""node"":""N5"",""tasks"":3,""started"":2,""wait"":29.5,""unstarted"":1},{""node"":""N6"",""tasks"":1,""started"":0,""wait"":null,""unstarted"":1},{""node"":""N7"",""tasks"":2,""started"":2,""wait"":29.5,""unstarted"":0},{""node"":""N8"",""tasks"":2,""started"":2,""wait"":35.5,""unstarted"":0}]",,
0,low,0.5,lexicographic,8,12,1.0,32.7,23.4,1215,10,9,58,256,0,1,0,0.2781732000003103,14,0,0.3009646302250804,1,"[{""node"":""N3"",""tasks"":1,""started"":1,""wait"":9.0,""unstarted"":0},{""node"":""N4"",""tasks"":3,""started"":3,""wait"":25.0,""unstarted"":0},{""node"":""N5"",""tasks"":3,""started"":2,""wait"":21.0,""unstarted"":1},{""node"":""N6"",""tasks"":1,""started"":0,""wait"":null,""unstarted"":1},{""node"":""N7"",""tasks"":2,""started"":2,""wait"":45.0,""unstarted"":0},{""node"":""N8"",""tasks"":2,""started"":2,""wait"":55.5,""unstarted"":0}]",14,14
0,low,0.5,rolling_forecast,10,12,1.0,27.3,26.8,1087,10,5,8,249,0,0,0,0.10304140001244377,14,0,0.17898832684824903,1,"[{""node"":""N3"",""tasks"":1,""started"":1,""wait"":9.0,""unstarted"":0},{""node"":""N4"",""tasks"":3,""started"":3,""wait"":25.0,""unstarted"":0},{""node"":""N5"",""tasks"":3,""started"":2,""wait"":29.5,""unstarted"":1},{""node"":""N6"",""tasks"":1,""started"":0,""wait"":null,""unstarted"":1},{""node"":""N7"",""tasks"":2,""started"":2,""wait"":29.5,""unstarted"":0},{""node"":""N8"",""tasks"":2,""started"":2,""wait"":35.5,""unstarted"":0}]",,
0,medium,0.5,greedy,11,24,0.6666666666666666,36.5,40.18181818181818,2417,14,29,128,292,9,10,0,0.021798499976284802,21,21,0.06666666666666667,1,"[{""node"":""N3"",""tasks"":4,""started"":3,""wait"":33.0,""unstarted"":1},{""node"":""N4"",""tasks"":3,""started"":3,""wait"":33.0,""unstarted"":0},{""node"":""N5"",""tasks"":4,""started"":3,""wait"":32.0,""unstarted"":1},{""node"":""N6"",""tasks"":4,""started"":1,""wait"":37.0,""unstarted"":3},{""node"":""N7"",""tasks"":5,""started"":4,""wait"":45.0,""unstarted"":1},{""node"":""N8"",""tasks"":4,""started"":0,""wait"":null,""unstarted"":4}]",,
0,medium,0.5,static,4,24,0.16666666666666666,16.5,17.0,266,4,46,0,133,0,0,0,0.010113700001966208,1,0,0.17424242424242425,2,"[{""node"":""N3"",""tasks"":4,""started"":1,""wait"":9.0,""unstarted"":3},{""node"":""N4"",""tasks"":3,""started"":1,""wait"":15.0,""unstarted"":2},{""node"":""N5"",""tasks"":4,""started"":1,""wait"":19.0,""unstarted"":3},{""node"":""N6"",""tasks"":4,""started"":0,""wait"":null,""unstarted"":4},{""node"":""N7"",""tasks"":5,""started"":1,""wait"":23.0,""unstarted"":4},{""node"":""N8"",""tasks"":4,""started"":0,""wait"":null,""unstarted"":4}]",,
0,medium,0.5,rolling,14,24,0.8333333333333334,28.428571428571427,29.4,1782,14,23,66,325,12,11,0,1.029305000032764,21,0,0.21400359066427294,1,"[{""node"":""N3"",""tasks"":4,""started"":3,""wait"":9.0,""unstarted"":1},{""node"":""N4"",""tasks"":3,""started"":2,""wait"":30.0,""unstarted"":1},{""node"":""N5"",""tasks"":4,""started"":3,""wait"":44.333333333333336,""unstarted"":1},{""node"":""N6"",""tasks"":4,""started"":1,""wait"":37.0,""unstarted"":3},{""node"":""N7"",""tasks"":5,""started"":5,""wait"":28.2,""unstarted"":0},{""node"":""N8"",""tasks"":4,""started"":0,""wait"":null,""unstarted"":4}]",,
0,medium,0.5,lexicographic,13,24,0.8333333333333334,23.285714285714285,23.363636363636363,1492,14,26,64,348,8,13,0,1.2798949999705656,21,0,0.30362694300518134,1,"[{""node"":""N3"",""tasks"":4,""started"":3,""wait"":9.0,""unstarted"":1},{""node"":""N4"",""tasks"":3,""started"":2,""wait"":52.0,""unstarted"":1},{""node"":""N5"",""tasks"":4,""started"":3,""wait"":27.666666666666668,""unstarted"":1},{""node"":""N6"",""tasks"":4,""started"":2,""wait"":24.0,""unstarted"":2},{""node"":""N7"",""tasks"":5,""started"":4,""wait"":16.0,""unstarted"":1},{""node"":""N8"",""tasks"":4,""started"":0,""wait"":null,""unstarted"":4}]",21,21
0,medium,0.5,rolling_forecast,14,24,0.8333333333333334,28.428571428571427,29.4,1782,14,23,66,325,12,11,0,1.041574099974241,21,0,0.21400359066427294,1,"[{""node"":""N3"",""tasks"":4,""started"":3,""wait"":9.0,""unstarted"":1},{""node"":""N4"",""tasks"":3,""started"":2,""wait"":30.0,""unstarted"":1},{""node"":""N5"",""tasks"":4,""started"":3,""wait"":44.333333333333336,""unstarted"":1},{""node"":""N6"",""tasks"":4,""started"":1,""wait"":37.0,""unstarted"":3},{""node"":""N7"",""tasks"":5,""started"":5,""wait"":28.2,""unstarted"":0},{""node"":""N8"",""tasks"":4,""started"":0,""wait"":null,""unstarted"":4}]",,
0,high,0.5,greedy,11,36,0.36,37.8,41.15384615384615,2771,15,56,192,303,19,15,0,0.07366730002104305,34,34,0.14812138728323698,1,"[{""node"":""N3"",""tasks"":7,""started"":3,""wait"":41.333333333333336,""unstarted"":4},{""node"":""N4"",""tasks"":5,""started"":3,""wait"":33.0,""unstarted"":2},{""node"":""N5"",""tasks"":5,""started"":2,""wait"":19.5,""unstarted"":3},{""node"":""N6"",""tasks"":7,""started"":2,""wait"":49.5,""unstarted"":5},{""node"":""N7"",""tasks"":7,""started"":5,""wait"":41.2,""unstarted"":2},{""node"":""N8"",""tasks"":5,""started"":0,""wait"":null,""unstarted"":5}]",,
0,high,0.5,static,4,36,0.08,16.5,17.0,266,4,71,0,133,0,0,0,0.010650800002622418,1,0,0.17424242424242425,2,"[{""node"":""N3"",""tasks"":7,""started"":1,""wait"":9.0,""unstarted"":6},{""node"":""N4"",""tasks"":5,""started"":1,""wait"":15.0,""unstarted"":4},{""node"":""N5"",""tasks"":5,""started"":1,""wait"":19.0,""unstarted"":4},{""node"":""N6"",""tasks"":7,""started"":0,""wait"":null,""unstarted"":7},{""node"":""N7"",""tasks"":7,""started"":1,""wait"":23.0,""unstarted"":6},{""node"":""N8"",""tasks"":5,""started"":0,""wait"":null,""unstarted"":5}]",,
0,high,0.5,rolling,12,36,0.36,29.6,26.0,1904,15,53,128,313,26,45,0,5.861025199992582,34,0,0.39782307789102805,0,"[{""node"":""N3"",""tasks"":7,""started"":3,""wait"":13.0,""unstarted"":4},{""node"":""N4"",""tasks"":5,""started"":4,""wait"":35.75,""unstarted"":1},{""node"":""N5"",""tasks"":5,""started"":1,""wait"":19.0,""unstarted"":4},{""node"":""N6"",""tasks"":7,""started"":3,""wait"":23.333333333333332,""unstarted"":4},{""node"":""N7"",""tasks"":7,""started"":3,""wait"":21.666666666666668,""unstarted"":4},{""node"":""N8"",""tasks"":5,""started"":1,""wait"":108.0,""unstarted"":4}]",,
0,high,0.5,lexicographic,12,36,0.4,34.266666666666666,37.07692307692308,2506,15,53,157,327,8,69,0,3.078317200008314,34,8,0.3294436906377205,1,"[{""node"":""N3"",""tasks"":7,""started"":3,""wait"":20.0,""unstarted"":4},{""node"":""N4"",""tasks"":5,""started"":4,""wait"":44.25,""unstarted"":1},{""node"":""N5"",""tasks"":5,""started"":2,""wait"":19.5,""unstarted"":3},{""node"":""N6"",""tasks"":7,""started"":2,""wait"":82.0,""unstarted"":5},{""node"":""N7"",""tasks"":7,""started"":4,""wait"":18.5,""unstarted"":3},{""node"":""N8"",""tasks"":5,""started"":0,""wait"":null,""unstarted"":5}]",17,17
0,high,0.5,rolling_forecast,16,36,0.44,28.352941176470587,25.916666666666668,2068,17,46,101,309,25,52,0,4.144936500000767,34,0,0.33258928571428575,0,"[{""node"":""N3"",""tasks"":7,""started"":3,""wait"":13.0,""unstarted"":4},{""node"":""N4"",""tasks"":5,""started"":4,""wait"":18.0,""unstarted"":1},{""node"":""N5"",""tasks"":5,""started"":1,""wait"":19.0,""unstarted"":4},{""node"":""N6"",""tasks"":7,""started"":2,""wait"":22.0,""unstarted"":5},{""node"":""N7"",""tasks"":7,""started"":5,""wait"":31.2,""unstarted"":2},{""node"":""N8"",""tasks"":5,""started"":2,""wait"":76.0,""unstarted"":3}]",,
2,low,0.5,greedy,9,12,1.0,28.9,21.0,1077,10,7,27,254,2,3,0,0.007480300002498552,14,14,0.29529553679131476,1,"[{""node"":""N3"",""tasks"":1,""started"":1,""wait"":10.0,""unstarted"":0},{""node"":""N4"",""tasks"":3,""started"":3,""wait"":22.666666666666668,""unstarted"":0},{""node"":""N5"",""tasks"":3,""started"":2,""wait"":18.5,""unstarted"":1},{""node"":""N6"",""tasks"":1,""started"":0,""wait"":null,""unstarted"":1},{""node"":""N7"",""tasks"":2,""started"":2,""wait"":33.5,""unstarted"":0},{""node"":""N8"",""tasks"":2,""started"":2,""wait"":53.5,""unstarted"":0}]",,
2,low,0.5,static,4,12,0.4,18.0,18.5,290,4,20,0,145,0,0,0,0.018165399989811704,1,0,0.1736111111111111,2,"[{""node"":""N3"",""tasks"":1,""started"":1,""wait"":10.0,""unstarted"":0},{""node"":""N4"",""tasks"":3,""started"":1,""wait"":16.0,""unstarted"":2},{""node"":""N5"",""tasks"":3,""started"":1,""wait"":21.0,""unstarted"":2},{""node"":""N6"",""tasks"":1,""started"":0,""wait"":null,""unstarted"":1},{""node"":""N7"",""tasks"":2,""started"":1,""wait"":25.0,""unstarted"":1},{""node"":""N8"",""tasks"":2,""started"":0,""wait"":null,""unstarted"":2}]",,
2,low,0.5,rolling,10,12,1.0,25.6,26.0,1028,10,5,8,249,0,0,0,0.11885770001390483,14,0,0.13666666666666666,1,"[{""node"":""N3"",""tasks"":1,""started"":1,""wait"":10.0,""unstarted"":0},{""node"":""N4"",""tasks"":3,""started"":3,""wait"":26.0,""unstarted"":0},{""node"":""N5"",""tasks"":3,""started"":2,""wait"":26.0,""unstarted"":1},{""node"":""N6"",""tasks"":1,""started"":0,""wait"":null,""unstarted"":1},{""node"":""N7"",""tasks"":2,""started"":2,""wait"":29.0,""unstarted"":0},{""node"":""N8"",""tasks"":2,""started"":2,""wait"":29.0,""unstarted"":0}]",,
2,low,0.5,lexicographic,9,12,1.0,34.0,19.2,1212,10,7,84,221,2,1,0,0.41002710002067033,14,0,0.3934826883910386,1,"[{""node"":""N3"",""tasks"":1,""started"":1,""wait"":10.0,""unstarted"":0},{""node"":""N4"",""tasks"":3,""started"":3,""wait"":22.666666666666668,""unstarted"":0},{""node"":""N5"",""tasks"":3,""started"":2,""wait"":14.0,""unstarted"":1},{""node"":""N6"",""tasks"":1,""started"":0,""wait"":null,""unstarted"":1},{""node"":""N7"",""tasks"":2,""started"":2,""wait"":39.0,""unstarted"":0},{""node"":""N8"",""tasks"":2,""started"":2,""wait"":78.0,""unstarted"":0}]",14,14
2,low,0.5,rolling_forecast,10,12,1.0,25.6,26.0,1028,10,5,8,249,0,0,0,0.11568230003467761,14,0,0.13666666666666666,1,"[{""node"":""N3"",""tasks"":1,""started"":1,""wait"":10.0,""unstarted"":0},{""node"":""N4"",""tasks"":3,""started"":3,""wait"":26.0,""unstarted"":0},{""node"":""N5"",""tasks"":3,""started"":2,""wait"":26.0,""unstarted"":1},{""node"":""N6"",""tasks"":1,""started"":0,""wait"":null,""unstarted"":1},{""node"":""N7"",""tasks"":2,""started"":2,""wait"":29.0,""unstarted"":0},{""node"":""N8"",""tasks"":2,""started"":2,""wait"":29.0,""unstarted"":0}]",,
2,medium,0.5,greedy,13,24,0.8333333333333334,26.357142857142858,29.6,1699,14,24,50,292,8,7,0,0.01782610001100693,21,21,0.15631469979296067,0,"[{""node"":""N3"",""tasks"":5,""started"":4,""wait"":19.0,""unstarted"":1},{""node"":""N4"",""tasks"":5,""started"":4,""wait"":27.0,""unstarted"":1},{""node"":""N5"",""tasks"":3,""started"":1,""wait"":21.0,""unstarted"":2},{""node"":""N6"",""tasks"":3,""started"":1,""wait"":24.0,""unstarted"":2},{""node"":""N7"",""tasks"":4,""started"":2,""wait"":45.5,""unstarted"":2},{""node"":""N8"",""tasks"":4,""started"":2,""wait"":24.5,""unstarted"":2}]",,
2,medium,0.5,static,4,24,0.16666666666666666,18.0,18.5,290,4,43,0,145,0,0,0,0.010243199998512864,1,0,0.1736111111111111,2,"[{""node"":""N3"",""tasks"":5,""started"":1,""wait"":10.0,""unstarted"":4},{""node"":""N4"",""tasks"":5,""started"":1,""wait"":16.0,""unstarted"":4},{""node"":""N5"",""tasks"":3,""started"":1,""wait"":21.0,""unstarted"":2},{""node"":""N6"",""tasks"":3,""started"":0,""wait"":null,""unstarted"":3},{""node"":""N7"",""tasks"":4,""started"":1,""wait"":25.0,""unstarted"":3},{""node"":""N8"",""tasks"":4,""started"":0,""wait"":null,""unstarted"":4}]",,
2,medium,0.5,rolling,13,24,0.8333333333333334,23.857142857142858,26.1,1524,14,24,79,300,11,13,0,0.9242268000089098,21,0,0.16666666666666666,0,"[{""node"":""N3"",""tasks"":5,""started"":4,""wait"":25.0,""unstarted"":1},{""node"":""N4"",""tasks"":5,""started"":4,""wait"":32.5,""unstarted"":1},{""node"":""N5"",""tasks"":3,""started"":2,""wait"":15.0,""unstarted"":1},{""node"":""N6"",""tasks"":3,""started"":1,""wait"":24.0,""unstarted"":2},{""node"":""N7"",""tasks"":4,""started"":2,""wait"":18.0,""unstarted"":2},{""node"":""N8"",""tasks"":4,""started"":1,""wait"":14.0,""unstarted"":3}]",,
2,medium,0.5,lexicographic,13,24,0.8333333333333334,23.857142857142858,26.1,1524,14,24,79,300,12,10,0,1.5573087000084342,21,0,0.16666666666666666,0,"[{""node"":""N3"",""tasks"":5,""started"":4,""wait"":25.0,""unstarted"":1},{""node"":""N4"",""tasks"":5,""started"":4,""wait"":32.5,""unstarted"":1},{""node"":""N5"",""tasks"":3,""started"":2,""wait"":15.0,""unstarted"":1},{""node"":""N6"",""tasks"":3,""started"":1,""wait"":24.0,""unstarted"":2},{""node"":""N7"",""tasks"":4,""started"":2,""wait"":18.0,""unstarted"":2},{""node"":""N8"",""tasks"":4,""started"":1,""wait"":14.0,""unstarted"":3}]",21,21
2,medium,0.5,rolling_forecast,13,24,0.8333333333333334,23.857142857142858,26.1,1524,14,24,79,300,11,13,0,0.9311859000299592,21,0,0.16666666666666666,0,"[{""node"":""N3"",""tasks"":5,""started"":4,""wait"":25.0,""unstarted"":1},{""node"":""N4"",""tasks"":5,""started"":4,""wait"":32.5,""unstarted"":1},{""node"":""N5"",""tasks"":3,""started"":2,""wait"":15.0,""unstarted"":1},{""node"":""N6"",""tasks"":3,""started"":1,""wait"":24.0,""unstarted"":2},{""node"":""N7"",""tasks"":4,""started"":2,""wait"":18.0,""unstarted"":2},{""node"":""N8"",""tasks"":4,""started"":1,""wait"":14.0,""unstarted"":3}]",,
2,high,0.5,greedy,16,36,0.6,35.1578947368421,36.357142857142854,3022,19,42,196,343,21,11,0,0.047749199977261014,28,28,0.1944208439535542,0,"[{""node"":""N3"",""tasks"":7,""started"":5,""wait"":28.4,""unstarted"":2},{""node"":""N4"",""tasks"":6,""started"":5,""wait"":36.4,""unstarted"":1},{""node"":""N5"",""tasks"":6,""started"":2,""wait"":39.0,""unstarted"":4},{""node"":""N6"",""tasks"":6,""started"":1,""wait"":73.0,""unstarted"":5},{""node"":""N7"",""tasks"":4,""started"":1,""wait"":25.0,""unstarted"":3},{""node"":""N8"",""tasks"":7,""started"":5,""wait"":33.6,""unstarted"":2}]",,
