seed,resource_scale,resource_count,event_rate,method,completed,total_tasks,urgent_satisfaction,mean_response,p1_response,weighted_response,started_tasks,unmet,lateness,travel,reassignments,withdrawals,violations,solve_seconds,solver_calls,fallback_calls,region_gini,unserved_regions,region_waits
5,0.35,8,low,greedy,7,12,0.6,29.75,19.0,828,8,13,43,165,1,2,0,0.008017699990887195,14,14,0.3416058394160584,1,"[{""node"":""N3"",""tasks"":1,""started"":1,""wait"":9.0,""unstarted"":0},{""node"":""N4"",""tasks"":3,""started"":2,""wait"":15.0,""unstarted"":1},{""node"":""N5"",""tasks"":3,""started"":1,""wait"":27.0,""unstarted"":2},{""node"":""N6"",""tasks"":1,""started"":0,""wait"":null,""unstarted"":1},{""node"":""N7"",""tasks"":2,""started"":2,""wait"":24.5,""unstarted"":0},{""node"":""N8"",""tasks"":2,""started"":2,""wait"":61.5,""unstarted"":0}]"
5,0.35,8,low,rolling,7,12,0.6,19.428571428571427,19.0,522,7,13,0,150,0,2,0,0.1331581999984337,14,0,0.18860103626943006,1,"[{""node"":""N3"",""tasks"":1,""started"":1,""wait"":9.0,""unstarted"":0},{""node"":""N4"",""tasks"":3,""started"":2,""wait"":15.0,""unstarted"":1},{""node"":""N5"",""tasks"":3,""started"":1,""wait"":27.0,""unstarted"":2},{""node"":""N6"",""tasks"":1,""started"":0,""wait"":null,""unstarted"":1},{""node"":""N7"",""tasks"":2,""started"":2,""wait"":24.5,""unstarted"":0},{""node"":""N8"",""tasks"":2,""started"":1,""wait"":21.0,""unstarted"":1}]"
5,0.35,8,low,rolling_forecast,7,12,0.6,19.428571428571427,19.0,522,7,13,0,150,0,2,0,0.12945140003284905,14,0,0.18860103626943006,1,"[{""node"":""N3"",""tasks"":1,""started"":1,""wait"":9.0,""unstarted"":0},{""node"":""N4"",""tasks"":3,""started"":2,""wait"":15.0,""unstarted"":1},{""node"":""N5"",""tasks"":3,""started"":1,""wait"":27.0,""unstarted"":2},{""node"":""N6"",""tasks"":1,""started"":0,""wait"":null,""unstarted"":1},{""node"":""N7"",""tasks"":2,""started"":2,""wait"":24.5,""unstarted"":0},{""node"":""N8"",""tasks"":2,""started"":1,""wait"":21.0,""unstarted"":1}]"
5,0.35,8,low,static,3,12,0.2,16.333333333333332,15.0,177,3,23,0,87,0,0,0,0.006082200008677319,1,0,0.21768707482993196,3,"[{""node"":""N3"",""tasks"":1,""started"":1,""wait"":9.0,""unstarted"":0},{""node"":""N4"",""tasks"":3,""started"":1,""wait"":15.0,""unstarted"":2},{""node"":""N5"",""tasks"":3,""started"":0,""wait"":null,""unstarted"":3},{""node"":""N6"",""tasks"":1,""started"":0,""wait"":null,""unstarted"":1},{""node"":""N7"",""tasks"":2,""started"":1,""wait"":25.0,""unstarted"":1},{""node"":""N8"",""tasks"":2,""started"":0,""wait"":null,""unstarted"":2}]"
5,0.35,8,medium,greedy,10,24,0.5,23.181818181818183,30.5,1131,11,35,9,139,0,2,0,0.021105600011651404,18,18,0.25650224215246636,1,"[{""node"":""N3"",""tasks"":2,""started"":2,""wait"":6.5,""unstarted"":0},{""node"":""N4"",""tasks"":6,""started"":4,""wait"":26.5,""unstarted"":2},{""node"":""N5"",""tasks"":6,""started"":2,""wait"":38.5,""unstarted"":4},{""node"":""N6"",""tasks"":2,""started"":0,""wait"":null,""unstarted"":2},{""node"":""N7"",""tasks"":4,""started"":2,""wait"":19.0,""unstarted"":2},{""node"":""N8"",""tasks"":4,""started"":1,""wait"":21.0,""unstarted"":3}]"
5,0.35,8,medium,rolling,11,24,0.5,22.916666666666668,31.833333333333332,1207,12,33,15,140,1,1,0,0.619939099997282,18,0,0.2954954954954955,1,"[{""node"":""N3"",""tasks"":2,""started"":2,""wait"":6.5,""unstarted"":0},{""node"":""N4"",""tasks"":6,""started"":4,""wait"":26.5,""unstarted"":2},{""node"":""N5"",""tasks"":6,""started"":2,""wait"":42.5,""unstarted"":4},{""node"":""N6"",""tasks"":2,""started"":0,""wait"":null,""unstarted"":2},{""node"":""N7"",""tasks"":4,""started"":2,""wait"":19.0,""unstarted"":2},{""node"":""N8"",""tasks"":4,""started"":2,""wait"":16.5,""unstarted"":2}]"
5,0.35,8,medium,rolling_forecast,11,24,0.5,22.916666666666668,31.833333333333332,1207,12,33,15,140,1,1,0,0.6002192000159994,18,0,0.2954954954954955,1,"[{""node"":""N3"",""tasks"":2,""started"":2,""wait"":6.5,""unstarted"":0},{""node"":""N4"",""tasks"":6,""started"":4,""wait"":26.5,""unstarted"":2},{""node"":""N5"",""tasks"":6,""started"":2,""wait"":42.5,""unstarted"":4},{""node"":""N6"",""tasks"":2,""started"":0,""wait"":null,""unstarted"":2},{""node"":""N7"",""tasks"":4,""started"":2,""wait"":19.0,""unstarted"":2},{""node"":""N8"",""tasks"":4,""started"":2,""wait"":16.5,""unstarted"":2}]"
5,0.35,8,medium,static,3,24,0.1,16.333333333333332,15.0,177,3,52,0,87,0,0,0,0.009359699994092807,1,0,0.21768707482993196,3,"[{""node"":""N3"",""tasks"":2,""started"":1,""wait"":9.0,""unstarted"":1},{""node"":""N4"",""tasks"":6,""started"":1,""wait"":15.0,""unstarted"":5},{""node"":""N5"",""tasks"":6,""started"":0,""wait"":null,""unstarted"":6},{""node"":""N6"",""tasks"":2,""started"":0,""wait"":null,""unstarted"":2},{""node"":""N7"",""tasks"":4,""started"":1,""wait"":25.0,""unstarted"":3},{""node"":""N8"",""tasks"":4,""started"":0,""wait"":null,""unstarted"":4}]"
5,0.5,11,high,greedy,14,36,0.4,37.13333333333333,48.0,2343,15,56,183,235,16,15,0,0.17191790002107155,22,22,0.1882560706401766,1,"[{""node"":""N3"",""tasks"":3,""started"":3,""wait"":11.333333333333334,""unstarted"":0},{""node"":""N4"",""tasks"":9,""started"":4,""wait"":49.75,""unstarted"":5},{""node"":""N5"",""tasks"":9,""started"":3,""wait"":45.666666666666664,""unstarted"":6},{""node"":""N6"",""tasks"":3,""started"":0,""wait"":null,""unstarted"":3},{""node"":""N7"",""tasks"":6,""started"":4,""wait"":35.0,""unstarted"":2},{""node"":""N8"",""tasks"":6,""started"":1,""wait"":47.0,""unstarted"":5}]"
5,0.5,11,high,rolling,14,36,0.4,37.411764705882355,46.0,2644,17,56,239,248,14,30,0,3.134936900023604,22,8,0.25851851851851854,1,"[{""node"":""N3"",""tasks"":3,""started"":3,""wait"":11.333333333333334,""unstarted"":0},{""node"":""N4"",""tasks"":9,""started"":5,""wait"":48.0,""unstarted"":4},{""node"":""N5"",""tasks"":9,""started"":3,""wait"":42.666666666666664,""unstarted"":6},{""node"":""N6"",""tasks"":3,""started"":0,""wait"":null,""unstarted"":3},{""node"":""N7"",""tasks"":6,""started"":3,""wait"":21.666666666666668,""unstarted"":3},{""node"":""N8"",""tasks"":6,""started"":3,""wait"":56.333333333333336,""unstarted"":3}]"
